company_name,department,occupation,page,rating,date,title,job_title,employment_status,location,recommend,ceo_approval,business_outlook,pros,cons,city,state,region
STA,transportation,Driver,2,1.0,"May 19, 2022",Hit or moss,Bus driver,"Former employee, more than 3 years",,negative,neutral,negative,Hours are split for the day and you can bring your children onto the bu,"Under payed, considered seasonal, no benefits, no overtime, summer work is hard to get.",,,
STA,transportation,Driver,2,4.0,"May 16, 2022",Good place to work part time,Bus driver,"Former employee, more than 3 years",,positive,positive,positive,A nice place to work. Supportive management and coworkers. Part time work. Minimal nights and weekends,Less pay than competitor,,,
STA,transportation,Driver,3,2.0,"Dec 7, 2021",lack of support from management,Bus driver,"Current employee, more than 10 years",,negative,,,summer off and snow days,not enough pay to put up with children that do not obey,,,
STA,transportation,Driver,3,5.0,"Sep 25, 2021",Good Company For Part Timers,Bus driver,"Current employee, more than 3 years","Burleson, TX",positive,positive,positive,Supportive management,Some employee expectations are not shared at beginning of employment.,Burleson,TX,South
STA,transportation,Driver,3,3.0,"Nov 9, 2020",Turned to crap after covid,Bus driver,"Current employee, more than 3 years","Gulf Breeze, FL",negative,neutral,negative,Meeting great co workers and good raises,Terrible management and so much more....,Gulf Breeze,FL,South
STA,transportation,Driver,3,5.0,"Jul 15, 2020",great,Bus driver,"Current employee, more than 1 year","Durham, NC",positive,,positive,the pay is very good,there are none that i can think of,Durham,NC,South
STA,transportation,Driver,3,3.0,"Mar 12, 2020",Meh,Bus driver,Former employee,,,,,Lots of training,Not enough hours,,,
STA,transportation,Driver,1,3.0,"Mar 11, 2025",Okay place to work,School bus driver,Current employee,"Lockport, NY",,,,"Good pay for a part time job, opportunity for charters and extra work. Split daytime schedule leaves room for running errands. Union benefits","Sometimes toxic coworkers, frequently had to have hours worked corrected for proper compensation.",Lockport,NY,Northeast
STA,transportation,Driver,1,1.0,"Feb 21, 2025",New owners .STA.,School bus driver,Current employee,"Vails Gate, NY",,negative,,"Hours are good for PT work,so far.",Too many rules that are a hassle.,Vails Gate,NY,Northeast
STA,transportation,Driver,1,3.0,"Feb 11, 2025",Good PT job,School bus driver,"Current employee, more than 5 years","Macungie, PA",positive,,positive,Paid 5 hours no matter how long route is. My route is 3.25hrs a day,"Management is lacking, union dues are high, split shift am/PM runs",Macungie,PA,Northeast
STA,transportation,Driver,1,2.0,"Feb 6, 2025",Questionable Policy Changes & Unstable Hours,School bus driver,"Current employee, more than 1 year","Vails Gate, NY",negative,negative,negative,"None—just an exchange of hours for money, like any other dead end job.",Sudden and unexplained cuts to hours and overtime • Policies change frequently with little to no communication • Pay does not reflect the responsibilities of the job • Management prioritizes cost-cutting over employee stability • No real job security due to inconsistent scheduling,Vails Gate,NY,Northeast
STA,transportation,Driver,1,2.0,"Oct 26, 2024",Toxic management and favoritism,School bus driver,"Current employee, more than 10 years","Butler, NJ",negative,,negative,Flexible split shift scheduling so you can get things done during the day. Good for parents to go while their kids are in school.,Toxic environment from the office staff showing favoritism towards their friends creating a hostile environment for other drivers.,Butler,NJ,Northeast
STA,transportation,Driver,2,4.0,"Jun 13, 2024",Great for parents with school aged children,School bus driver,"Former employee, more than 5 years","Peterborough, NH",,,,Children can ride with you,"No health benefits, 6 months of work for 10 month commitment",Peterborough,NH,Northeast
STA,transportation,Driver,2,1.0,"Feb 23, 2024",Horrible,School bus driver,"Former employee, less than 1 year","Bristol, PA",negative,negative,negative,"Nice employees, summers off, decent pay.","Horrible supervisor, was lied too often, bad communication.",Bristol,PA,Northeast
STA,transportation,Driver,2,4.0,"Dec 7, 2023",Great Family-like Environment,School bus driver,Current employee,,positive,positive,positive,Great for gaining driver experience.,No pay for days off,,,
STA,transportation,Driver,2,4.0,"Oct 24, 2023",Great part time job,School bus driver,Current employee,"Weare, NH",,,,"Perfect part time job, fair pay and flexible schedule.",The only benefit is partial matching 401k.,Weare,NH,Northeast
STA,transportation,Driver,2,4.0,"Aug 14, 2023",Excellent,School bus driver,Former employee,,positive,positive,positive,Great training. Best pay in the industry. Easy going office staff,5 hours a day. 9 months out of the year. Lots of 3 day weekends,,,
STA,transportation,Driver,3,5.0,"Jul 23, 2023",Great place to work if your retired or trying to figure out what to do in life,School bus driver,"Former employee, less than 1 year","Groton, CT",,neutral,neutral,If you are a *spare driver* they have flexible scheduling with ADAVANCE NOTICE Some great people to work with Will Train and help you get your CDL,School kids sometimes do not listen.,Groton,CT,Northeast
STA,transportation,Driver,3,4.0,"Jul 9, 2023","Great opportunity for those looking for a job and working on a business, or if you just don't want to work much.",School bus driver,Current employee,"Portland, OR",,,,"A lot of idle time, if that's what you're looking for.","A lot of idle time goes unpaid, every break that schools have you also get (unpaid), and not much work in the summer, if at all.",Portland,OR,West
STA,transportation,Driver,3,5.0,"Jul 8, 2023",Grateful to STA,School bus driver,"Former employee, more than 1 year","Wilkes-Barre, PA",,positive,positive,The Best reason to work in STA because it’s a very friendly atmosphere and most of all Supervisors are very supportive and always willing to help. Thank you for being such a great company!!!!,The only downside of STA is the roads are always under construction and sometimes it can get very difficult to get around and people can be rude.,Wilkes-Barre,PA,Northeast
STA,transportation,Driver,3,4.0,"Jun 25, 2023",Please sit down,Bus driver/school bus driver,"Current employee, more than 1 year","Amsterdam, NY",positive,neutral,positive,Pays well. Extra work is available.,No PTO. Part time benefits could be better.,Amsterdam,NY,Northeast
STA,transportation,Driver,3,1.0,"May 11, 2023",Stay away!!!,School bus driver,"Former employee, more than 8 years","Wilkes-Barre, PA",negative,negative,negative,Liked working with certain people,"Management picks favorites they will pull you from a trip , tell you it cancelled and give it to someone else, also the management will talk about certain drivers like they are pieces of garbage absolutely nothing is done about discipline, the kids on the buses do whatever they want",Wilkes-Barre,PA,Northeast
STA,transportation,Driver,4,5.0,"Apr 24, 2023",The life of sta,School bus drivers,Former employee,,,,,Great hours and vacation days,No ac on bus will get hot,,,
STA,transportation,Driver,4,3.0,"Apr 14, 2023",bus driver,School bus driver,Current employee,,negative,neutral,negative,new management is not good,higher salary is much needed,,,
STA,transportation,Driver,4,2.0,"Apr 13, 2023",Great if you LOVE headaches! 😃,School bus driver,"Current employee, less than 1 year",,negative,,negative,Trainers do their best to get you certified. Able to bring children on route (3 & Up),"Very disorganized establishment. No communication or consideration as a whole. Regardless of hourly wage, you'd rarely see your money due to taxes and medical benefits(which by the way they pressure new hires to register for yet it isn't worth the trouble/pay decrease), and it'll be FOREVER before they remove them. During training you'll only get paid $10 hr and they'll let taxes/benefits leave you with $0...I recieved 3 checks of $0! Personally, they've been a setback financially since I started. Only great quality about them are their trainers. STA hides behind the mask of being family oriented when in reality all they truly care about is routes. (Which they'll snatch from you without prior notice and lie and say that district did it) We've ran out of gas twice and all they could tell us was to find a bus that had enough to run the route. I have SO MANY disappointments with being here when I initially had high hopes of this being where I'd retire from. If you choose or are begged to do any extra routes or field trips be sure to take a photo of all hours/miles bc they'll ""lose your paperwork"" in a heartbeat or promise to give extra hours and it'll be missing come payday. There's a rivalry between dispatch and safety and it displayed over the radio and in the office everyday. It's pretty much ran like a independent start-up instead of a reputable transportation company.",,,
STA,transportation,Driver,4,3.0,"Feb 2, 2023",Good place to start,School bus driver,"Current employee, less than 1 year","Portland, OR",positive,negative,positive,Get your CDL quickly whether I’m Oregon or Washington,"Part time job, minimum hours only 5 hours no PTO",Portland,OR,West
STA,transportation,Driver,4,4.0,"Jan 10, 2023",School Bus Driver,School bus driver,Current employee,"Hollis, NH",,,,Flexible work schedule around school hours.,Can get burned out of you don’t know how to manage your students,Hollis,NH,Northeast
STA,transportation,Driver,5,4.0,"Nov 5, 2022",Drive students to and from school,School bus driver,Current employee,"Yucca Valley, CA",positive,,positive,"Follows school schedules, for days off. Guaranteed 5 hours per day( several routes are more than 5hours) Trips for schools give you more hours if interested.",Split shifts sometimes are difficult Student management is a challenge,Yucca Valley,CA,West
STA,transportation,Driver,5,4.0,"Sep 28, 2022",Regular bus driving role,School bus driver,"Current employee, more than 3 years","Wilton, CT",,,,High pay and Seasonal bonuses,Expensive place to live and long commute,Wilton,CT,Northeast
STA,transportation,Driver,5,4.0,"Aug 29, 2022",Great atmosphere,School bus driver,Current employee,,,,,Current manager is great and I really enjoy my coworkers. Friendly atmosphere,"We are constantly seeking help with no one applying and this increases daily tasks, stress and makes time deadlines very difficult. Please apply and drive wonderful students.",,,
STA,transportation,Driver,5,3.0,"Aug 29, 2022",Ok part time job,School bus driver,"Current employee, more than 10 years","Goffstown, NH",,negative,negative,"Part Time hours, split shift",The parent company is generally disconnected from the needs of their employees. Offers and actual work time isn't consistent. Intense training and certification requirements for minimal return.,Goffstown,NH,Northeast
STA,transportation,Driver,5,1.0,"Aug 15, 2022",Run Like a Reality Game Show,School bus driver,"Former employee, more than 1 year","Corvallis, OR",negative,negative,negative,New bus fleet with buses that run on propane.,"Think of the nastiest people you've ever seen on a reality tv show and that's the management at the location where I worked. They even instituted a game of Survivor Island not realizing how closely they enacted the premise, only the most shameless or meek survive. Have a personality? Speak up about something wrong? You're off. It was a terrible environment with absolutely no integrity exhibited by local or regional management.",Corvallis,OR,West
STA,transportation,Driver,6,3.0,"Aug 10, 2022","School Bus Driving Is A Job, Not A Career",School bus driver,"Current employee, more than 3 years","Pittsburgh, PA",,,,"(*) Rewarding if you want to help keep school bus student transportation available to get students to & from brick & mortar schools. (*) Currently still free training for those who don't have a CDL &/or S license endorsements to qualify to drive a bus. (*) With the nationwide shortage of qualified school bus drivers, if you are a diligent, safe driver, committed to the mission, if you don't like the current bus provider, many of the competition are offering reasonable to exorbitant bonuses to get you to change companies. The question you need to ask yourself is are you doing for the community you live in or support nearby, for better working conditions & better maintained equipment, or strictly the money. (*) If you have time & desire, there is typically additional work for sports & school outings, if you don't mind obligating additional time to fill certain trips during the day (limited), & many evenings &/or weekends. (*) If you are bored at home, want to be active (operational engagement) in retirement, or need some supplemental income for those who may be financially challenged at the moment, & your health, driving record, background checks, & ability to get the specialized licenses, this just might be a potential opportunity to explore. (*) Just like many other jobs, or jobs under the guise of careers, there are many challenges if you are up to the challenges. You have to love working with kids, their parents, the school staff, & operations, including many temperamental mechanics, which are relied upon severely to allow you to perform your job. (*) Typically working 2.25-3 hrs in the morning (approx. 6am to 9am), & then returning for 2.25-3 hours in the afternoon (approx. 1:45 to 4-4:30pm)","(*) Not a career. Careers should be considered as full-time financially self-sustaining occupations, whereas school bus driving is more like a part-time job or paid volunteer with somewhat lower pay, in hopes of finding enough qualified drivers, to help students in the community get to/from school. (*) Unless you are working 35-40 or 50 hours a week in a profession with real benefits, reality is that it is truly a part-time or seasonal support job. (*) Benefits may be referenced, but the realities are that they are limited in scope, & typically require 30 hours min per week to obtain, so majority of employees don't qualify. (*) On school off days, or extended breaks, you typically don't get paid from sub-contracted bus providers, unless a union, or school district contracts require otherwise. (*) In the same scenario, in today's health emergencies, like COVID-19, or snow/excessive cold declared remote learning days, you lose non-guaranteed income. (*) Regardless of drivers finding unpaid days off, even though you previously committed yourself, & were scheduled, but school transportation was cancelled, the office personnel above the drivers still get paid, but not you as a driver. (*) Unless you take extra trips, (which are both bid separately, or given out without bid based upon seniority), separate from Home To School, & School To Home, you must be willing to tie up (9-10 months & avail. for maybe 4.5-6 hours, spread out over 10-11 hours day) of your lives each school day, for a max of 180 days of potential work, if you work the full school year.",Pittsburgh,PA,Northeast
